feature_gene	class_gene	start	end	strand	symbol	locus_tag	feature_interval_length	attributes_gene	feature_product	class_product	product_accession_product	non-redundant_refseq_product	name_product	product_length_product	attributes_product	old_locus_tag
gene	protein_coding	3300184	3300906	-		PP_RS15055	723	old_locus_tag	CDS	with_protein	WP_010953804.1	WP_010953804.1	UDP-2,3-diacylglucosamine diphosphatase	240.0		PP_2902
gene	protein_coding	3300903	3301403	-		PP_RS15060	501	old_locus_tag	CDS	with_protein	WP_010953805.1	WP_010953805.1	peptidylprolyl isomerase	166.0		PP_2903
gene	protein_coding	3301652	3303355	+		PP_RS15065	1704	old_locus_tag	CDS	with_protein	WP_010953806.1	WP_010953806.1	glutamine--tRNA ligase/YqeY domain fusion protein	567.0		PP_2904
gene	protein_coding	3303365	3304747	+	cysS	PP_RS15070	1383	old_locus_tag	CDS	with_protein	WP_010953807.1	WP_010953807.1	cysteine--tRNA ligase	460.0		PP_2905
gene	protein_coding	3304779	3306170	-		PP_RS15075	1392	old_locus_tag	CDS	with_protein	WP_010953808.1	WP_010953808.1	HAMP domain-containing sensor histidine kinase	463.0		PP_2906
gene	protein_coding	3306148	3306828	-		PP_RS15080	681	old_locus_tag	CDS	with_protein	WP_010953809.1	WP_010953809.1	response regulator transcription factor	226.0		PP_2907
gene	protein_coding	3306903	3307598	-	csiR	PP_RS15085	696	old_locus_tag	CDS	with_protein	WP_010953810.1	WP_010953810.1	DNA-binding transcriptional regulator CsiR	231.0		PP_2908
gene	protein_coding	3307794	3308771	+	glaH	PP_RS15090	978	old_locus_tag	CDS	with_protein	WP_010953811.1	WP_010953811.1	glutarate dioxygenase GlaH	325.0		PP_2909
gene	protein_coding	3308886	3310136	+	lhgO	PP_RS15095	1251	old_locus_tag	CDS	with_protein	WP_010953812.1	WP_010953812.1	L-2-hydroxyglutarate oxidase	416.0		PP_2910
gene	protein_coding	3310287	3311678	+	gabP	PP_RS15100	1392	old_locus_tag	CDS	with_protein	WP_010953813.1	WP_010953813.1	GABA permease	463.0		PP_2911
gene	protein_coding	3311766	3312659	+		PP_RS15105	894	old_locus_tag	CDS	with_protein	WP_010953814.1	WP_010953814.1	PA4780 family RIO1-like protein kinase	297.0		PP_2912
gene	protein_coding	3312821	3313795	+	hemB	PP_RS15110	975	old_locus_tag	CDS	with_protein	WP_010953815.1	WP_010953815.1	porphobilinogen synthase	324.0		PP_2913
gene	protein_coding	3313954	3315456	+	proP	PP_RS15115	1503	old_locus_tag	CDS	with_protein	WP_010953816.1	WP_010953816.1	glycine betaine/L-proline transporter ProP	500.0		PP_2914
gene	protein_coding	3315457	3316158	-		PP_RS15120	702	old_locus_tag	CDS	with_protein	WP_010953817.1	WP_010953817.1	YoaK family protein	233.0		PP_2915
gene	protein_coding	3316168	3316797	-		PP_RS15125	630	old_locus_tag	CDS	with_protein	WP_010953818.1	WP_010953818.1	riboflavin synthase	209.0		PP_2916
gene	protein_coding	3316970	3319036	-	treS	PP_RS15130	2067	old_locus_tag	CDS	with_protein	WP_010953820.1	WP_010953820.1	maltose alpha-D-glucosyltransferase	688.0		PP_2918
gene	protein_coding	3319228	3320145	-		PP_RS15135	918	old_locus_tag	CDS	with_protein	WP_010953821.1	WP_010953821.1	LysR family transcriptional regulator	305.0		PP_2919
gene	protein_coding	3320266	3321024	+		PP_RS15140	759	old_locus_tag	CDS	with_protein	WP_010953822.1	WP_010953822.1	5-oxoprolinase subunit PxpA	252.0		PP_2920
gene	protein_coding	3321117	3322004	+		PP_RS15145	888	old_locus_tag	CDS	with_protein	WP_049586156.1	WP_049586156.1	allophanate hydrolase subunit 1	295.0		PP_2921
gene	protein_coding	3322001	3322972	+		PP_RS15150	972	old_locus_tag	CDS	with_protein	WP_010953824.1	WP_010953824.1	biotin-dependent carboxyltransferase family protein	323.0		PP_2922
gene	protein_coding	3323035	3323892	-		PP_RS15155	858	old_locus_tag	CDS	with_protein	WP_010953825.1	WP_010953825.1	TIGR03915 family putative DNA repair protein	285.0		PP_2923
gene	protein_coding	3323883	3325103	-		PP_RS15160	1221	old_locus_tag	CDS	with_protein	WP_020191325.1	WP_020191325.1	putative DNA modification/repair radical SAM protein	406.0		PP_2924
gene	protein_coding	3325248	3326867	+	mqo	PP_RS15165	1620	old_locus_tag	CDS	with_protein	WP_010953827.1	WP_010953827.1	malate dehydrogenase (quinone)	539.0		PP_2925
gene	protein_coding	3326877	3328205	-		PP_RS15170	1329	old_locus_tag	CDS	with_protein	WP_010953828.1	WP_010953828.1	UDP-glucose/GDP-mannose dehydrogenase family protein	442.0		PP_2926
gene	protein_coding	3328450	3329496	+		PP_RS15175	1047	old_locus_tag	CDS	with_protein	WP_010953829.1	WP_010953829.1	class I SAM-dependent methyltransferase	348.0		PP_2927
gene	protein_coding	3329627	3330871	-		PP_RS15180	1245	old_locus_tag	CDS	with_protein	WP_003248123.1	WP_003248123.1	saccharopine dehydrogenase family protein	414.0		PP_2928
gene	protein_coding	3330904	3332001	-	nspC	PP_RS15185	1098	old_locus_tag	CDS	with_protein	WP_003248125.1	WP_003248125.1	carboxynorspermidine decarboxylase	365.0		PP_2929
gene	protein_coding	3332187	3333104	-		PP_RS15190	918	old_locus_tag	CDS	with_protein	WP_010953830.1	WP_010953830.1	serine/threonine dehydratase family protein	305.0		PP_2930
gene	protein_coding	3333101	3333775	-		PP_RS15195	675	old_locus_tag	CDS	with_protein	WP_049586315.1	WP_049586315.1	PAS domain-containing protein	224.0		PP_2931
gene	protein_coding	3333858	3335561	-		PP_RS15200	1704	old_locus_tag	CDS	with_protein	WP_010953832.1	WP_010953832.1	amidase	567.0		PP_2932
gene	protein_coding	3335753	3336595	-	yghU	PP_RS15205	843	old_locus_tag	CDS	with_protein	WP_010953833.1	WP_010953833.1	glutathione-dependent disulfide-bond oxidoreductase	280.0		PP_2933
gene	protein_coding	3336797	3337843	+		PP_RS15210	1047	old_locus_tag	CDS	with_protein	WP_010953834.1	WP_010953834.1	dienelactone hydrolase	348.0		PP_2934
gene	protein_coding	3337805	3338998	-		PP_RS15215	1194	old_locus_tag	CDS	with_protein	WP_010953835.1	WP_010953835.1	MFS transporter	397.0		PP_2935
gene	protein_coding	3339241	3340827	-		PP_RS15220	1587	old_locus_tag	CDS	with_protein	WP_010953836.1	WP_010953836.1	ABC-F family ATPase	528.0		PP_2936
gene	protein_coding	3340860	3341279	-		PP_RS15225	420	old_locus_tag	CDS	with_protein	WP_010953837.1	WP_010953837.1	integrase	139.0		PP_2937
gene	protein_coding	3341455	3341928	-		PP_RS15230	474	old_locus_tag	CDS	with_protein	WP_049586314.1	WP_049586314.1	OsmC family protein	157.0		PP_2938
gene	protein_coding	3342448	3342756	-		PP_RS15235	309	old_locus_tag	CDS	with_protein	WP_049586152.1	WP_049586152.1	Txe/YoeB family addiction module toxin	102.0		PP_2939
gene	protein_coding	3342722	3343006	-		PP_RS15240	285	old_locus_tag	CDS	with_protein	WP_010953840.1	WP_010953840.1	type II toxin-antitoxin system prevent-host-death family antitoxin	94.0		PP_2940
gene	protein_coding	3343598	3343927	+		PP_RS15245	330	old_locus_tag	CDS	with_protein	WP_061405633.1	WP_061405633.1	hypothetical protein	109.0		PP_5541
gene	protein_coding	3344014	3344271	+		PP_RS15250	258	old_locus_tag	CDS	with_protein	WP_020189883.1	WP_020189883.1	hypothetical protein	85.0		PP_5542
gene	protein_coding	3344343	3345008	-		PP_RS15255	666	old_locus_tag	CDS	with_protein	WP_049586149.1	WP_049586149.1	SOS response-associated peptidase family protein	221.0		PP_2941
gene	protein_coding	3345129	3346499	-		PP_RS15260	1371	old_locus_tag	CDS	with_protein	WP_010953842.1	WP_010953842.1	response regulator	456.0		PP_2942
gene	protein_coding	3346698	3347696	+		PP_RS15265	999	old_locus_tag	CDS	with_protein	WP_010953843.1	WP_010953843.1	cytochrome c peroxidase	332.0		PP_2943
gene	protein_coding	3347693	3349507	+		PP_RS15270	1815	old_locus_tag	CDS	with_protein	WP_010953844.1	WP_010953844.1	DAHL domain-containing protein	604.0		PP_2944
gene	protein_coding	3349504	3350907	+		PP_RS15275	1404	old_locus_tag	CDS	with_protein	WP_049586148.1	WP_049586148.1	ATP-binding protein	467.0		PP_2945
gene	protein_coding	3351065	3351478	+	arfB	PP_RS15280	414	old_locus_tag	CDS	with_protein	WP_010953846.1	WP_010953846.1	alternative ribosome rescue aminoacyl-tRNA hydrolase ArfB	137.0		PP_2946
gene	protein_coding	3351745	3352110	+		PP_RS15285	366	old_locus_tag	CDS	with_protein	WP_014591145.1	WP_014591145.1	histone-like nucleoid-structuring protein, MvaT/MvaU family	121.0		PP_2947
gene	protein_coding	3352252	3353634	-		PP_RS15290	1383	old_locus_tag	CDS	with_protein	WP_010953848.1	WP_010953848.1	PLP-dependent aminotransferase family protein	460.0		PP_2948
gene	protein_coding	3353756	3354622	+		PP_RS15295	867	old_locus_tag	CDS	with_protein	WP_010953849.1	WP_010953849.1	DMT family transporter	288.0		PP_2949
gene	protein_coding	3354735	3355211	-		PP_RS15300	477	old_locus_tag	CDS	with_protein	WP_010953850.1	WP_010953850.1	nuclear transport factor 2 family protein	158.0		PP_2950
gene	protein_coding	3355265	3355831	-		PP_RS15305	567	old_locus_tag	CDS	with_protein	WP_010953851.1	WP_010953851.1	TetR family transcriptional regulator	188.0		PP_2951
gene	protein_coding	3355957	3356847	-		PP_RS15310	891	old_locus_tag	CDS	with_protein	WP_010953852.1	WP_010953852.1	LysR family transcriptional regulator	296.0		PP_2952
gene	protein_coding	3356953	3357960	+		PP_RS15315	1008	old_locus_tag	CDS	with_protein	WP_010953853.1	WP_010953853.1	zinc-binding alcohol dehydrogenase family protein	335.0		PP_2953
gene	protein_coding	3358075	3358461	+		PP_RS15320	387	old_locus_tag	CDS	with_protein	WP_010953854.1	WP_010953854.1	putative quinol monooxygenase	128.0		PP_2954
gene	protein_coding	3358571	3358714	-		PP_RS28325	144	old_locus_tag	CDS	with_protein	WP_061405635.1	WP_061405635.1	hypothetical protein	47.0		PP_5543
gene	protein_coding	3358771	3359682	-		PP_RS15325	912	old_locus_tag	CDS	with_protein	WP_010953855.1	WP_010953855.1	magnesium transporter CorA family protein	303.0		PP_2955
gene	protein_coding	3359686	3361266	-		PP_RS15330	1581	old_locus_tag	CDS	with_protein	WP_010953856.1	WP_010953856.1	RimK family alpha-L-glutamate ligase	526.0		PP_2956
gene	protein_coding	3361361	3362455	+		PP_RS15335	1095	old_locus_tag	CDS	with_protein	WP_010953857.1	WP_010953857.1	GNAT family N-acetyltransferase/peptidase C39 family protein	364.0		PP_2957
gene	protein_coding	3362547	3362801	-	grxC	PP_RS15340	255	old_locus_tag	CDS	with_protein	WP_010953858.1	WP_010953858.1	glutaredoxin 3	84.0		PP_2958
gene	protein_coding	3362815	3363333	-		PP_RS15345	519	old_locus_tag	CDS	with_protein	WP_010953859.1	WP_010953859.1	peroxidase-related enzyme	172.0		PP_2959
gene	protein_coding	3363463	3364284	+		PP_RS15350	822	old_locus_tag	CDS	with_protein	WP_003248200.1	WP_003248200.1	AraC family transcriptional regulator	273.0		PP_2960
gene	protein_coding	3364347	3365225	-		PP_RS15355	879	old_locus_tag	CDS	with_protein	WP_010953861.1	WP_010953861.1	LysR family transcriptional regulator	292.0		PP_2961
gene	protein_coding	3365333	3366334	+		PP_RS15360	1002	old_locus_tag	CDS	with_protein	WP_010953862.1	WP_010953862.1	zinc-dependent alcohol dehydrogenase family protein	333.0		PP_2962
gene	protein_coding	3366704	3369709	+		PP_RS15365	3006	old_locus_tag	CDS	with_protein	WP_023082813.1	WP_023082813.1	Tn3 family transposase	1001.0		PP_2964
gene	protein_coding	3369718	3370080	+	tnpC	PP_RS15370	363	old_locus_tag	CDS	with_protein	WP_010953865.1	WP_010953865.1	Tn3 family transposase post-transcriptional regulator TnpC	120.0		PP_2965
gene	pseudogene	3370226	3370636	-		PP_RS15375	411	partial;pseudo	CDS	without_protein			YqaA family protein		partial;pseudo	
gene	protein_coding	3370641	3371774	-	mrdH	PP_RS15380	1134	old_locus_tag	CDS	with_protein	WP_010953868.1	WP_010953868.1	Ni(II)/Co(II) efflux transporter permease subunit MrdH	377.0		PP_2968
gene	protein_coding	3371785	3372072	-	mreA	PP_RS15385	288	old_locus_tag	CDS	with_protein	WP_010953869.1	WP_010953869.1	metal-sensing transcriptional repressor MreA	95.0		PP_2969
gene	protein_coding	3372191	3372550	+		PP_RS15390	360	old_locus_tag	CDS	with_protein	WP_010953870.1	WP_010953870.1	hypothetical protein	119.0		PP_2970
gene	protein_coding	3372585	3372833	-		PP_RS15395	249		CDS	with_protein	WP_090315687.1	WP_090315687.1	hypothetical protein	82.0		
gene	protein_coding	3372842	3373879	-		PP_RS15400	1038	old_locus_tag	CDS	with_protein	WP_023082810.1	WP_023082810.1	IS5 family transposase	345.0		PP_2971
gene	protein_coding	3374020	3374406	+		PP_RS15405	387	old_locus_tag	CDS	with_protein	WP_031297681.1	WP_031297681.1	diacylglycerol kinase	128.0		PP_2973
gene	pseudogene	3374441	3376090	+		PP_RS15410	1650	partial;pseudo;old_locus_tag	CDS	without_protein			LTA synthase family protein		partial;pseudo	PP_2974
gene	pseudogene	3376159	3376520	+		PP_RS15415	362	partial;pseudo;old_locus_tag	CDS	without_protein			transposase		partial;pseudo	PP_2975
gene	protein_coding	3376573	3377786	+		PP_RS15420	1214	old_locus_tag								PP_2977
gene	pseudogene	3377850	3378396	+		PP_RS15425	547	pseudo;old_locus_tag	CDS	without_protein			ATP-dependent zinc protease		pseudo	PP_2978
gene	protein_coding	3378302	3378730	-		PP_RS15430	429	old_locus_tag	CDS	with_protein	WP_010953879.1	WP_010953879.1	YkvA family protein	142.0		PP_2979
gene	protein_coding	3378734	3378970	-		PP_RS15435	237	old_locus_tag	CDS	with_protein	WP_010953880.1	WP_010953880.1	hypothetical protein	78.0		PP_2980
gene	protein_coding	3379177	3380148	-		PP_RS15440	972	old_locus_tag	CDS	with_protein	WP_010953881.1	WP_010953881.1	site-specific integrase	323.0		PP_2981
gene	protein_coding	3380329	3381327	+		PP_RS15445	999	old_locus_tag	CDS	with_protein	WP_010953882.1	WP_010953882.1	DNA-binding protein	332.0		PP_2982
gene	protein_coding	3381367	3382011	+		PP_RS15450	645	old_locus_tag	CDS	with_protein	WP_011005888.1	WP_011005888.1	DUF6036 family nucleotidyltransferase	214.0		PP_2983
gene	protein_coding	3381992	3382471	+		PP_RS15455	480	old_locus_tag	CDS	with_protein	WP_010953884.1	WP_010953884.1	hypothetical protein	159.0		PP_2984
gene	protein_coding	3382888	3383193	+		PP_RS28845	306	old_locus_tag	CDS	with_protein	WP_221036211.1	WP_221036211.1	DUF6088 family protein	101.0		PP_5546
gene	protein_coding	3383520	3384065	-		PP_RS15460	546	old_locus_tag	CDS	with_protein	WP_010953885.1	WP_010953885.1	GrpB family protein	181.0		PP_2985
gene	pseudogene	3384184	3384315	-		PP_RS28555	132	partial;pseudo;old_locus_tag	CDS	without_protein			histidine phosphatase family protein		partial;pseudo	PP_5548
gene	protein_coding	3384367	3385416	-		PP_RS15465	1050	old_locus_tag	CDS	with_protein	WP_010953886.1	WP_010953886.1	SDR family oxidoreductase	349.0		PP_2986
gene	pseudogene	3385393	3385551	+		PP_RS28560	159	partial;pseudo	CDS	without_protein			LysR family transcriptional regulator		partial;pseudo	
gene	protein_coding	3385617	3386060	-		PP_RS15470	444	old_locus_tag	CDS	with_protein	WP_020190213.1	WP_020190213.1	helix-turn-helix domain-containing protein	147.0		PP_2987
gene	protein_coding	3386175	3387173	+		PP_RS15475	999	old_locus_tag	CDS	with_protein	WP_049586140.1	WP_049586140.1	NADP-dependent oxidoreductase	332.0		PP_2988
gene	protein_coding	3387220	3388014	+		PP_RS15480	795	old_locus_tag	CDS	with_protein	WP_010953889.1	WP_010953889.1	SDR family oxidoreductase	264.0		PP_2989
gene	protein_coding	3388152	3388631	+		PP_RS15485	480	old_locus_tag	CDS	with_protein	WP_010953890.1	WP_010953890.1	MerR family transcriptional regulator	159.0		PP_2990
gene	protein_coding	3388647	3389573	-		PP_RS15490	927	old_locus_tag	CDS	with_protein	WP_051122560.1	WP_051122560.1	hypothetical protein	308.0		PP_2991
gene	protein_coding	3389688	3390491	-		PP_RS15495	804	old_locus_tag	CDS	with_protein	WP_049586134.1	WP_049586134.1	type 1 glutamine amidotransferase domain-containing protein	267.0		PP_2992
gene	protein_coding	3390791	3392047	+		PP_RS15500	1257	old_locus_tag	CDS	with_protein	WP_010953894.1	WP_010953894.1	NADH:flavin oxidoreductase/NADH oxidase family protein	418.0		PP_2994
gene	protein_coding	3392215	3392757	+		PP_RS15505	543	old_locus_tag	CDS	with_protein	WP_010953895.1	WP_010953895.1	AAA family ATPase	180.0		PP_2995
gene	protein_coding	3392820	3393278	-		PP_RS15510	459	old_locus_tag	CDS	with_protein	WP_010953896.1	WP_010953896.1	hypothetical protein	152.0		PP_2996
gene	protein_coding	3393507	3394406	-		PP_RS15515	900	old_locus_tag	CDS	with_protein	WP_010953897.1	WP_010953897.1	LysR family transcriptional regulator	299.0		PP_2997
gene	protein_coding	3394500	3395447	+		PP_RS15520	948	old_locus_tag	CDS	with_protein	WP_010953898.1	WP_010953898.1	ketopantoate reductase family protein	315.0		PP_2998
gene	protein_coding	3395444	3395842	+		PP_RS15525	399	old_locus_tag	CDS	with_protein	WP_010953899.1	WP_010953899.1	glyoxalase/bleomycin resistance/dioxygenase family protein	132.0		PP_2999
gene	protein_coding	3395839	3396294	+		PP_RS15530	456	old_locus_tag	CDS	with_protein	WP_010953900.1	WP_010953900.1	MaoC family dehydratase	151.0		PP_3000
gene	protein_coding	3396291	3397523	+		PP_RS15535	1233	old_locus_tag	CDS	with_protein	WP_010953901.1	WP_010953901.1	CoA transferase	410.0		PP_3001
gene	protein_coding	3397520	3398338	+	aroE	PP_RS15540	819	old_locus_tag	CDS	with_protein	WP_010953902.1	WP_010953902.1	shikimate dehydrogenase	272.0		PP_3002
gene	protein_coding	3398343	3398780	+	aroQ	PP_RS15545	438	old_locus_tag	CDS	with_protein	WP_010953903.1	WP_010953903.1	type II 3-dehydroquinate dehydratase	145.0		PP_3003
gene	protein_coding	3399022	3399279	+		PP_RS15550	258	old_locus_tag	CDS	with_protein	WP_010953904.1	WP_010953904.1	hypothetical protein	85.0		PP_3004
gene	protein_coding	3399332	3400024	-		PP_RS15555	693	old_locus_tag	CDS	with_protein	WP_049586130.1	WP_049586130.1	anti-sigma factor	230.0		PP_3005
gene	protein_coding	3400021	3400569	-		PP_RS15560	549	old_locus_tag	CDS	with_protein	WP_010953906.1	WP_010953906.1	sigma-70 family RNA polymerase sigma factor	182.0		PP_3006
gene	protein_coding	3400673	3401200	-		PP_RS15565	528	old_locus_tag	CDS	with_protein	WP_010953907.1	WP_010953907.1	DUF3455 domain-containing protein	175.0		PP_3007
gene	protein_coding	3401417	3401704	+		PP_RS15570	288	old_locus_tag	CDS	with_protein	WP_010953908.1	WP_010953908.1	hypothetical protein	95.0		PP_3008
gene	protein_coding	3402108	3402476	+		PP_RS15575	369	old_locus_tag	CDS	with_protein	WP_010953909.1	WP_010953909.1	hypothetical protein	122.0		PP_3010
gene	protein_coding	3402679	3402987	+		PP_RS15580	309	old_locus_tag	CDS	with_protein	WP_019438490.1	WP_019438490.1	hypothetical protein	102.0		PP_3011
gene	protein_coding	3403213	3403413	-		PP_RS15585	201	old_locus_tag	CDS	with_protein	WP_049586128.1	WP_049586128.1	hypothetical protein	66.0		PP_3013
gene	protein_coding	3403583	3403942	+		PP_RS15590	360	old_locus_tag	CDS	with_protein	WP_010953913.1	WP_010953913.1	hypothetical protein	119.0		PP_3014
gene	protein_coding	3403985	3404191	-		PP_RS15595	207	old_locus_tag	CDS	with_protein	WP_020191128.1	WP_020191128.1	hypothetical protein	68.0		PP_5549
gene	pseudogene	3404349	3404510	+		PP_RS15600	162	partial;pseudo;old_locus_tag	CDS	without_protein			hypothetical protein		partial;pseudo	PP_3015
gene	protein_coding	3404683	3405483	+		PP_RS15605	801	old_locus_tag	CDS	with_protein	WP_020192962.1	WP_020192962.1	LPS biosynthesis protein	266.0		PP_3016
gene	protein_coding	3405554	3406054	+		PP_RS15610	501	old_locus_tag	CDS	with_protein	WP_010953916.1	WP_010953916.1	methylated-DNA--[protein]-cysteine S-methyltransferase	166.0		PP_3017
gene	protein_coding	3406059	3406301	-		PP_RS15615	243	old_locus_tag	CDS	with_protein	WP_010953917.1	WP_010953917.1	hypothetical protein	80.0		PP_3018
gene	protein_coding	3406298	3407041	-		PP_RS15620	744	old_locus_tag	CDS	with_protein	WP_010953918.1	WP_010953918.1	carbon-nitrogen hydrolase family protein	247.0		PP_3019
gene	protein_coding	3407256	3407981	+		PP_RS15625	726	old_locus_tag	CDS	with_protein	WP_010953919.1	WP_010953919.1	serine/threonine protein phosphatase	241.0		PP_3020
gene	protein_coding	3407929	3408543	-		PP_RS15630	615	old_locus_tag	CDS	with_protein	WP_010953920.1	WP_010953920.1	LysE family translocator	204.0		PP_3021
